review_id,asin,review_text,review_score
A3QRW0UJPKIAX7,B007VXJK6E,"First the good things. It works. In fact, I found the battery life to be outstanding. I took the toothbrush on a 12 day trip and it lasted that long despite only being rated for 10 days. It cleans your teeth pretty well. I also like the pressure indicator that lets you know if you're pushing too hard. Because it's fully functional, I don't feel like I can give it less than 3 stars. But here's why it doesn't get more.First, the brush cycle. I've used other electric toothbrushes that also have the concept of a brush cycle, a beep, series of beeps, difference in the brush, whatever, that informs you to switch to a different area of your mouth. This toothbrush has that too and it works. Then it keeps working. The others I've used ran through the full cycle then turned off. This one, just kept going. You have to manually switch it off before it will stop. It's not a big deal since I know what part of my teeth I'm brushing, but it's part of the general  behavior that I don't like.Next, drool. Again, I've used other tooth brushes and I know that you have to maintain a good seal or you'll spray things everywhere and/or drool all over your chest. But with this brush, I was getting drool despite maintaining a good seal. I was very careful and always was leaking. Why exactly? I'm not sure, but I attribute it somehow to the shape or action or ergonomics.Finally, the easiest to fix, I think the brush is way to strong. If I were to continue using this, I'd need a softer brush.It might just be me, but I'm just not crazy about it even though it works adequately.",3
A1PIY4EUXQO17L,B007VXJK6E,"I've had this Oral-B Smartseries 4000 Professional Care electric toothbrush since June, 2012.  The charge has never lasted more than 10-11 uses of two minutes apiece.  The owner's manual claims that a full charge will give you 20 uses of two minutes each use.  That's two times what I actually get.  AND, it takes in excess of 13 hours for the brush to fully charge.  I say 13+ hours because I set it on the charge cord when I get the red low charge light, and the elapsed time I observed that the re-charge lights are still flashing is 13 hours.  Full charge occurred some time after that during the night.  The 3 green re-charging lights go off after a full charge.The brush head that comes with this unit has odd little paddles and different bristles, and is a little rough on my gums, so I use a spare one I had for my 10+ year-old Oral-B electric toothbrush.  I don't really use any of the fancy additional settings, just the basic 2-minute, and it cleans very well.  I only changed out because the rechargeable  battery on the old one was finally giving out, and wasn't accessible to replace.  WARNING, if you open the battery compartment before the warranty is up, the instruction booklet states, ""Caution! Opening the handle will destroy the appliance and invalidate the warranty.""  As little charge as I get on this, I wonder if it will last for the two years?Three stars for the sucky battery life and lack of ability to replace without destroying the unit.  But it does clean my teeth very well!",3
A209G57KXCBF4C,B007VXJK6E,"I have had several Oral B power toothbrushes.  This one works well but the design is a bit annoying.First, the stand.  Instead of the previous models which have a small footprint with a little tower behind the brush/unit to hold extra brushes, this has a tray that extends over a wider footprint.  It isn't covered and it takes up more room than it needs to.As for the brush, my main annoyance is with the control of modes.  There are several modes (timed, polish, sensitive).  There is a button that you push under the ""on"" button that cycles through these.  You can only do this once you have turned the brush on... and then the indicator lights are pointed at you with paste on it!  You can't even see in the mirror what setting it is at (like you can for the pressure alarm light).  I am always thinking I have it on the wrong setting.  This is an annoying and poor design.Otherwise, it is fine.",3
A3AQP2VX0TJQ73,B007ZN5ATQ,"My mother in law bought the whole family sonicare tooth brushes right after they came out.  This is now my third version of the tooth brush.  They seem to last me about 3 year a piece.  There really doesn't seem like there is much different about each version.  The head are a bit smaller than they used to be.  The power is about the same.  The batteries seem to last longer.  (I forgot my charger on vacation and it only died the last morning of a week of vacation.  And I am pretty sure it wasn't fully charged to start with.)The main feature I really like about this particular model is completely ascetic.  The handle has blue strives up the side.  Since my wife and I both have sonicare tooth brushes it is sometimes hard to tell the difference (just a small circle of color on the bottom of the head.)  But now that mine has a blue handle I won't ever accidentally grab the wrong one.  I really do think these are great tooth brushes and the price really has come down from where they were originally.The only issue i that they do need to be cleaned every once in a while.  I am not sure this is a design issue, but tooth paste seems to get into the handle a little more than the first generation ones did.  But this one is a bit better than the last one that I had in that problem.",4
A37PV5GMP2ILJC,B007ZN5ATQ,"This is the bare bones, no frills version of the Sonicare, without any of the bells and whistles of the more expensive models.There is no travel charger, no UV cleaning feature, no extra heads or color-code rings, and no audible signal or vibration for the 30 second change-over time.Regardless, it still does an excellent job on your teeth, which is the most important function after all.  It comes in an easy to open box, with a travel case and base charger, and is your basic one-man (or woman) tooth cleaning machine.An improvement would be if they could include those little tongue-cleaning nodule-thingies on the back of the brush head.Bottom line is that it's basic, but it does the job.Amanda Richards, February 3, 2013",4
A1VTV7GXWSGJ3E,B007ZN5ATQ,"The Phillips Sonicare line of products is an effective way of brushing teeth and gums. The concept is about having vibration help in the brushing process and as long as the user follows the instructions it works wonderfully. However, it takes a set amount of time to use this effectively. If used in a rush-type manner you will not see the results you're looking for.I was actually pretty skeptical when my dentist recommended it. It wasn't that my brushing was bad but like a lot of people I was missing spots at times. When I eventually tried it I made sure to follow the instructions provided along with suggestions from the dentist. First, make use of the timer provided. The brush runs two minutes and then shuts off. Use the brush two minutes for the top and two minutes for the bottom. Second, make sure your angle your brush against the teeth in a way that works the gum line as well. This is where a lot of normal brushing misses. Third, after brushing use the massage setting along with mouthwash to finish off with a clean mouth. You do this by dipping the brush head into the mouthwash and massaging your gums for about a minute. All told, it takes about 5-6 minutes to complete the process. Do this everyday and your next check up will be amazing.I would highly recommend this as a superior way to promote dental hygiene. As long as you take your time and be diligent you will have great results.",4
A1FKGHZYT64TYG,B007ZN5ATQ,"The was the first sonicare I owned before I upgraded to the healthy white model. This is the cheapest one, but that doesn't mean that it lacks in cleaning power in any way. The vibrations took a little bit of getting used to, but after awhile, I actually started to like it. One thing I love it is the fact that after I was done brushing, it feels after-a-dentist-cleaning clean :) It gets the spaces inbetween your teeth and even under the gumline. It says on the box that you get better dental checkups, and that is the truth!The only drawbacks to this model is the size and how the brush head is designed. The size is a little bulky compared to the other models, but it's not horrible. Also the brush head is a pretty big assembly that screws onto the top. Water and toothpaste can get under this assembly so you have to periodically take the top off and clean under the brush head and the place where it screws onto.All-in-all, if you want a sonicare, but don't want to burn a huge hole in your wallet, this is a nice one to start out with.",4
AKGCIIDSK3X5Z,B007ZN5ATQ,As advertised good product cleans my teeth well but does not have the beep function. other than that great product.,4
A39NB225G8LYPY,B007ZN5ATQ,"I've owned 2 Sonicare brushes.  This is the most basic unit that I've used.  They all have provided a great clean feeling and really make a huge difference from a regular toothbrush.  I have not noticed a bit of compromise in the brushing between this and the more deluxe versions that I've owned in the past.  It holds a great charge for I've taken it on several trips and not had to recharge after several days of usage.  Two points that I do not like about this brush:  It does not have any 30 second timer like the more upgraded units have to notify you to change brushing locations.  I had always found that a nice feature to make sure you get an even cleaning. It is also much larger than the more expensive models.  If you plan to travel a lot with it, you might want to look into a different model.  With those two aside, it is a great, inexpensive toothbrush and does what it's suppose to really well.",4
A2XYH8IHILWW7X,B007ZN5ATQ,"Overall, the Sonicare Essence 5600 is an excellent basic electric toothbrush.  The Essence 5600 just has an on/off switch and a 2-minute timer.  In my opinion, these features are sufficient for most people.  Other models have slightly more features.  For example, I use a Sonicare HealthyWhite 3 Mode toothbrush, which has a setting for Clean, Sensitive, and Clean and White.  You can actually hear and feel the difference at the different settings, e.g., the sensitive setting doesn't vibrate as vigorously as the clean setting.  The vibration of the Essence 5600 is like the vibration on the ""Clean"" setting on my toothbrush.There are two things I don't like about the Essence 5600.  First, it costs more to replace the brush heads.  A 3-pack of brush heads for my HealthyWhite is cheaper than a 2-pack of brush heads for the Essence 5600.Second, the Essence 5600 is not compact relative to other electric toothbrushes.  (1) The Essence 5600 is just big in almost every respect especially compared to my HealthyWhite.  First, the handle itself is much larger in diameter.  (2) The brush head is also big (as it includes the dome shaped connector to the body of the toothbrush).  (3) The charger is also bigger because the HealthyWhite came with a separate travel charger that was really compact.  (4) The travel case for the Essence 5600 is a soft case, which is unlike the HealthyWhite's hard case.  Although the Essence 5600's case is smaller, the hard case for the HealthyWhite allows you to carry two brush heads.",4
A601IGAG8FWGW,B007ZN5ATQ,"I've used Sonicare for years after my dentist pointed out that I had really bad plaque.  The improvement in using this toothbrush has been incredible - no more endless poking and scraping at the 6 month check up anymore.The Essence line is the cheapest of the Sonicare line featuring only a 2 minute timer.  I'm a little peeved that they've stripped the 30 second interval timer from the cheaper models (they do throw in a travel bag...which I tossed...).  The replacement heads aren't as sturdy as the old ones either - the ""flex"" piece and narrow neck are more prone to breakage. But I'm loyal to this brand since it's worked well for me.This also comes with a charger and the standard size head...and I use the compact, so I had to purchase that separately.",4
A13UHAYSK4QYY3,B007ZN5ATQ,My older Sonicare stopped working & would not hold a charge. Since I had recently purchased new brush heads for my old one I wanted a replacement that was compatible.  This one arrived promptly & does as described.,4
AOOBZ8SHSFFFM,B007ZN5ATQ,"I am a dental hygienist of 25+ years. The Phillips sonicare is the toothbrush that we recommend for our patients who just don't master manual toothbrushes. It is the BEST one for removing plaque which is your enemy and the cause of all forms of dental disease! I have read about this model not having the 30 second timer to time your brushing per arch, but COME ON people. We are all grown up enough to count to 30 and switch arches. For this price the brush is phenomenal! And yes they do take some getting used to, and don't ever start the brush unless it is IN your mouth, unless you enjoy cleaning your bathroom, especially the mirror! The heads are expensive to buy, but it is far cheaper than being referred to the Periodontists officeI have been using my Sonicare toothbrush for several years. It took only a short time to get used to the feel of the toothbrush's vibration. After brushing, my teeth feel much cleaner than they did with a manual toothbrush.Despite being three years old, the Sonicare toothbrush still holds a normal charge, which usually lasts about a week.My only complaint is the cost of the replacement heads, ~$36 for four. If you change them as often as Sonicare recommends, you could spend a small fortune for the replacement heads. Actually the heads last considerably longer than what is recommended by Sonicare. I usually rely more on the appearance of the brush head than the color indicator that supposedly show when a brush head should be replaced. When I start seeing the bristles fanning out, I replace the head.It is an excellent product and I would strongly recommend it to others, if they can afford the ongoing cost of the replacement heads.",4
ATS7LYGLUX34L,B007ZN5ATQ,"I've never really thought about giving an electric toothbrush a try...Like an electric razor, it seemed pointless: Why get an expensive gadget, when I can do the exact same thing on my own, for a fraction of the price? I went in with an open mind, and I immediately disliked the results.....I felt like my teeth and head were going to vibrate apart after twenty or thirty seconds. I diligently kept using it, three times a day, and after a few days, I got used to the vibrating sensation, and started to appreciate how clean my teeth felt after brushing. The toothbrush holds a charge for a long time, and I was impressed at the ingenious design of the charging station...the toothbrush just sits atop the charger, and charges without having to be positioned just so, or making sure Part A is nestled firmly against Part B. It comes with a little carrying case that appears to be able to hold the toothbrush and the charging station (I haven't actually tried it to see if they all fit.....), and the toothbrush comes apart easily for quick cleaning. That said, I was less than thrilled to find that the various parts of the toothbrush are NOT watertight, and will admit water, toothpaste, and saliva. That kind of grossed me out, so now I take it apart and clean it and dry it every day. Also, you'll want to start brushing topless and not looking it the mirror, because the spit will be flying, and will make quite a mess. Keep your mouth closed, and brush bent over the sink!Overall, not a bad product. It remains to be seen if I'm fully won over by the electric toothbrush, but, for now, I'm digging this one.",4
ADUHS5F1LBDYP,B007ZN5ATQ,I like this toothbrush very much but would be nice to have the 30 second timer.  I had one of these several years ago and tried another brand.  This is definitely the best.,4
A13OUQVT79L9HB,B007ZN5ATQ,"This rechargeable toothbrush surprised me in a couple of ways. First, how quiet it was compared to other electric toothbrushes I have used in the past. And secondly, how far it threw the toothpaste when I turned it on. The first time I used it, I simply put a dollop of toothpaste on the bristles and turned it on. BIG MISTAKE! The brush threw toothpaste right off into the sink and sent tiny white spots all over my freshly painted bathroom wall. After cleaning up the tiny dots (smaller than a pencil lead) I tried again, this time I squeezed the toothpaste INTO the bristles and put it my mouth before turning it on. Worked much better this way.Performance was excellent, doing a very good job of cleaning my teeth with out causing any discomfort at all. I have to say that my teeth feel much cleaner after using the Sonicare Electric Toothbrush than when using a manual toothbrush. Worth the money.",4
ATJE929ETFFNH,B007ZN5ATQ,"I really like this toothbrush. It's tough compactness ensures a good grip and the simplicity of its ""control interface"" (only one button!) is also a pleasing experience.The problems: I have no idea how much battery life is left--I do appreciate the other Sonicare brushes with the battery life LED levels. The other Sonicare brush I've used also had a pretty good feature--it'd buzz when it was time to move from one surface side to another. The total brushing time for this beast is supposed to be two minutes so my silly yearning for scientific toothbrushing (I kid, but not really!) is spoiled because I have to guess when to move from the top outside surfaces to the inside.I actually like this, but some may not: there's a bit of ferocity in there. According to the manual, the brush allows 12 uses before it switches to full strength, but I didn't notice that. It was an assault from the get-go. Again, I like this and it makes me feel like it's doing a great job.Battery life is very good in spite of the lack of battery level marker. I've been using the brush everyday for almost a month without noticing a drop in brushing buzz strength. I also like the carrying case which is small and holds the brush head and body quite well.Four stars.",4
AYMD77ITD15PT,B007ZN5ATQ,"Sonicare likes to keep this style around to offer more affordable entry into the Sonicare toothbrush line.  It is a bit surprising that this larger model with the older style brush head connection is still around and being sold as new.  Compared to the older version this model does offer a travel pack and better grip, but doesn't seem to offer much else new.  Regardless of that, Sonicare is still my favorite when it comes to electric toothbrushes and this version is a good value even with the older design.  For those not wanting to spend a lot on a brush this version offers long batter life, two minute timer, charging indicator, and travel pouch.  If you are new to Sonicare just remember one thing, the replacement heads are not cheap compared to the actual cost of the whole Sonicare brush itself. Obviously Phillips money making is in the replaceable heads and not in the actual selling of the brush.The one thing I do not like about this style of brush is the head connection itsef.  Water and toothpaste can get into the head connection and it gets kind of nasty looking after a while. My wife uses this one style and she has to flush out the head connection with hot water to get all of that out, or replace the head itself.  I have the thinner higher priced whitening model and it does not have this design so I do not have to wash out the head connection.One thing to keep in mind when you are considering one is the cost of this model compared to the thinner, lighter, and better designed higher priced models.  If you travel a lot having the thinner model might be the way to go as the batter still lasts over 7 days and it is easier and lighter to carry.",4
A2I6WVMSP85CYP,B007ZN5ATQ,"So far I have been very satisfied with this toothbrush.  Those not accustomed to electric brushes might be surprised by the intensity of the vibration, however most people adapt quickly.",4
A4FFGBIA91XRJ,B007ZN5ATQ,For the price it works great. It runs for 120 seconds and you have to think when 30 seconds has passed to move to the next spot.,4
AD8LYHAC8HZUX,B007ZN5ATQ,"My husband's, my daughter's and son's and my Sonicare all stopped working simultaneously after probably 10 years. I bought 4 of these as replacements, and like it almost as much as the original.",4
A3IYBHK1AXRK0J,B007ZN5ATQ,"This is my second sonic toothbrush and I felt the need to replace the old one when it cease recharging. It does not, however, replace manual|mechanical brushing and I would not recommend using it alone as the only toothbrush.",4
A1Y3X3C1VLGAES,B007ZN5ATQ,"I've been a Sonicare user for a number of years based on the recommendation of my dentist. I've had to have quite a lot of reconstructive dental work and my dentist wise surmised that I want it to keep in its current condition as long as possible and he recommended Sonicare as stacking the deck in my favor. I'm sold on Sonicare in general.Should you get a Sonicare? Yes. Without a doubt.This particular unit, the HX5610/01, is actually my 2nd Sonicare. It's what I will call the 'basic' model and I consider my 'weekend house' toothbrush.  I also have thePhilips Sonicare HX6732/02 HealthyWhite R732 Rechargeable Electric Toothbrush, a 'deluxe' version, that I consider my day-to-day Sonicare. Both units are the cr&egrave;me of the crop tools when it comes to cleaning teeth. What sets the 'basic' model apart from my 'deluxe' Sonicare is seemingly minor, but is worth mentioning. To appreciate the difference, you have to know how you use the brush.To properly use Sonicare, you use it for 2 minutes. Exactly 2 minutes. 30 seconds on the top teeth on the outside, 30 second on the top teeth on the inside of your mouth, 30 seconds on the bottom teeth on the outside, and finally 30 seconds on the bottom teeth on the inside of your mouth.The 'deluxe' model has a small 'beep' every 30 seconds to keep you on track. The 'basic' model has no beep, no cues to keep you moving along. It seems minor, and in the scheme of life, it is. It's just that I really find my self *wanting* that feature on the 'basic' model. It's just not there. This seems like a fairly arbitrary omission on Philips' part. This omission is the only reason I have given this brush 4 stars instead of 5.There are some cosmetic differences between the 2 units. The 'basic' unit is heavier than the 'deluxe' model. Lastly, you can't share brush heads between these 2 units because they have different connectors at the base of the brush heads.I prefer the more expensive model, but for double the price, I'm not sure its 'must-have' feature I find so valuable in the more expensive model should sway you to the more expensive version. You may not miss it at all. Especially if I hadn't told you about it. Sorry about that.",4
A1OPZ3BUTEL47R,B007ZN5ATQ,"My hygienist recommended getting a Sonicare, but they are much more costly than manual toothbrushes and I wasn't sure I would like them.So, I bought a cheap, battery operated electric toothbrush at a local store.  I liked the feel of it, but after only a couple of months, it wouldn't turn on anymore.  I thought it was just dead batteries at first, so I replaced them.  Nothing.  Another set of fresh batteries.  Nothing.So I bought this lower-end Sonicare.  I don't really need all the bells and whistles of the more expensive ones.  And I LOVE the way this one works.  It took some getting used to, and I hit my teeth with the hard part of the brush when I first tried, but it didn't take long to adapt.  Also, it has a lower setting for the first several times of use, allowing someone new to this type of brush to get used to it.  My teeth and mouth feel so clean after I use it.It is supposed to beep twice when it is in the lower speed mode, and once in the higher.  Mine, after fully charged according to the light on the charger, didn't beep at all.  I called customer service, and they said I needed to put the brush in the charger to see if it beeped.  That worked, but since then, I can't get it to beep at all.  Not a big deal, but still, not working quite as advertised.I chose this rechargeable one instead of the battery operated lower-end model because, with my cheap electric toothbrush I got first, I didn't like the feel when the batteries start losing power.  Instead of just stopping, the brush just slowed and got less effective.  I assumed that this would do the same but I don't know that for a fact.I do wish the replacement heads were not so expensive, but I found that they are pretty expensive for any of the better electric toothbrushes, so this one is not out of line with those.  I'm willing to spend the extra money for the improvement in brushing.",4
A2NE7D8GC41UCL,B007ZN5ATQ,"I initially gave this Sonicare toothbrush 3 stars because my experience with it was rather ticklish, plus I found that ""brushing"" with it is kind of a hassle.  With a typical non-motorized toothbrush I'm fond of wandering about when I brush.  That's not recommended with this gizmo, since I've found it impossible to ""brush"" without foam dribbling down my chinSince then, I found that the ticklish sensation has gone away -- this was more attributable to the ""learning phase"" than anything else.  Once the brush reached full speed it stopped feeling annoying.I have noticed that the Sonicare brush has kept tea stains down significantly -- which is why I purchased it -- so I'm quite happy about that.  I still don't love the experience, but I do like it, especially the results!  4 stars!",4
A7NQ8MMKTKYSC,B007ZN5ATQ,Great.,4
A2WQNM3SUHEUV2,B007ZN5ATQ,I love the Philips Sonicare products and this one did not disappoint.  A great way to get the kids to brush 2 minutes at time. Very fast delivery and great product.,4
A1T9MILRRZ00F8,B007ZN5ATQ,"I've been using Sonicare electric toothbrushes for many years and have nothing but positive things to say about them; the Phillips Sonicare Essence 5600 is no different.This is the fourth Sonicare brush I've had.  The other 3 are the FlexCare, Healthy White, and the older Elite models.  The Essence 5600 is similar in design to the Elite series brushes.  It has a larger body and a screw on type brush head.  The major advantage this model has over all the other models I've owned is that it has stronger action in the brush head.  My teeth feel like they get a more thorough cleaning when using this brush.A cool feature for anyone new to using an electric toothbrush is the Ramp-up mode. This allows your gums to slowly get adjusted to the action of the brush head over the first twelve uses.  My first electric toothbrush didn't have this feature and it took me awhile to get used to it.Another plus is that it's convenient for traveling.  The Essence 5600 lasts up to two weeks on a single charge and also comes with a cloth carrying pouch.The biggest disadvantage for me is the design of the brush head.  Fluids are more prone to collect in the bottom part of the head between the body and where the head screws on.  My FlexCare and Healthy White brushes attach to the body right at the base of the neck so fluid doesn't collect on the inside.  With the Essence 5600,  I have to clean out fluids twice as often.Despite this issue,  I'd still recommend this product.  The Sonicare Essence 5600 is a solid performer.",4
A122SFGLAHQLSJ,B007ZN5ATQ,"This is such a fantastic toothbrush, I love using it.  My teeth feel so clean after using it, I actually brush more than before.  The 2 minute timer is really helpful, as I can't say that I would usually brush that long using my manual toothbrush. My dentist has been recommending these for years, telling me how good they are for my gums and for keeping plaque at bay. We'll see what she says at my next cleaning.The toothbrush is nice to hold, not loud and holds a charge for quite a long time.  I pack it with me using the travel case as I brush my teeth after lunch, but I'm not buying another one for the office - yet.  Coming from a manual toothbrush to this makes me wonder, what took me so long?It is quite no frills and there are models that do more, but at the heart of the Sonicare is an excellent toothbrush. I like this so much, I might put this one at the office and get a different model for home, maybe with the quad pacer and different modes. I like it very much and I am rating it four stars and will reserve the fifth after my dentist visit.",4
A38RFUY8MI8HIS,B007ZN5ATQ,The sonicare Essence is a good toothbrush especially if you are short on cash.  It does let you know when the 2 minute brush time is up by shutting off.  It worked well but  it did not have the quadpacer feature to tell me when to switch to another part of my mouth. My old sonicare the Advance had that feature and it kept by brushing time more on point. I was lost when I started brushing with the Essence.  Without the quadpacer I had to guess at how much time to spend on each part of my mouth.  I often went through the two minute brush time twice trying to make sure I got every part of my mouth clean.  The brush heads wore out kinda fast too. I don't think my brush heads made it to the 3 month mark. In the end I would give it a good rating.  I believe in the Sonicare brand.  My dentist recommended it to me and I have never been disappointed.  I have sensitive teeth and this toothbrush was gentle to my teeth and gums.  This brush kept my teeth and gums pretty healthy. My mouth would always feel clean and fresh after brushing. I would recommend this toothbrush but I wish they would add the  timing feature to it. It's a good toothbrush to try if you are new to Sonicare or electric toothbrushes.,4
ARZDORDLR4TA7,B007ZN5ATQ,"This sonic toothbrush is fine. I had an Oral B sonic toothbrush before this one and loved it but it died and Oral B no longer makes it. This one was a great price and the functionality and feel of it is fine but not great. Comparing it to my previous toothbrush this is what I don't like - this has no 30 second or 2 minute alert, the fact that it doesn't have a 30 second alert doesn't really bother me but it just stops at 2 minutes. My previous toothbrush alerted you at 2 minutes but didn't stop. It is just so abrupt when it stops, I don't like that. This toothbrush also seems to have a much stronger vibration or maybe it's the brush head itself. It doesn't feel as nice - sorry I can't describe it better. I think will try the sensitive brush head when this one wears out and see if that one feels better as some other reviewers have mentioned.The other thing I don't like, and I knew it when I bought it, is the cost of the replacement heads. They are expensive and seem to be overkill. I wish you could just replace the top part instead of the whole big thing.Bottom line - it's a good toothbrush and for the price it's very good. I don't regret buying it I'm just not delighted with it.",4
A3S3R88HA0HZG3,B007ZN5ATQ,"As far as cleaning your teeth, you just can't beat a Sonicare. I've had Braun and Oral-B toothbrushes in the past and they don't come close to the Sonicare in the way they clean my teeth.  You know that feeling after you come out of the dentist's office for a cleaning where your teeth have that polished, smooth feeling when you run your tongue over them?  Even after the first time using this one my teeth felt that way.  Another nice thing was that my gums don't bleed when I use this toothbrush. For as long as I can remember my gums have bled after brushing my teeth, even when brushing by hand.  I thought with the way this brush moves so fast that it would cause bleeding too but for some reason it doesn't.Compared to myPhilips Sonicare HX6711/02 HealthyWhite 710 Rechargeable Electric Toothbrushthis one has a bigger brush head. Instead of replacing just the brush on the stemPhilips Sonicare HX6013/90 ProResults Brush Head Standard, 3-Packyou have to replace the whole top partPhilips Sonicare HX7002/30 e-Series Replacement Brush Heads, 2-Pack (Frustration Free Packaging)which is more difficult to unscrew and replace.  It also is more difficult to clean because it doesn't just pull out like my old one, and it's possible to get fluids under this brush base so you do have to clean it. The whole toothbrush isn't as compact as my older model either.  The charging base is larger and the handle of the brush is wider.  What I do like better about this model is that the movement is a little stronger than my older model, the brush seems to move faster and have a little more power.  I think it cleans my teeth faster. (Not that 2 minutes with either toothbrush is all that big of a deal.)The brush has a two minute timer like my older model.  It stops after 2 minutes and you have to restart it again if you want to continue. (Why does 2 minutes seem so long when you're in a hurry?)  My older model had little pauses that you could hear after each 30 seconds so you knew how long you were spending on each part of your mouth (Quadpacer Technology). This model doesn't have that, but I didn't really pay that much attention to it anyway. Both are easy to take along when you travel.  This one has a nice little carrying case.  Once it's charged it will last for up to 2 weeks without being in the charger base. I don't know how long the older one would hold a charge because it was compact enough to take the whole thing along when we traveled so I never let the charge run down.So I guess my rating would actually be a 4-1/2.  I like that it seems a little more powerful than myPhilips Sonicare HX6711/02 HealthyWhite 710 Rechargeable Electric Toothbrushbut I don't like that the brush assembly is more expensive to replace and more difficult to disassemble and clean. Does it get my teeth whiter than the old model?  Well, my teeth are probably as white as they are going to get because I think that all Philips Sonicare brushes do an excellent job so I don't see a difference between the two models in how they clean.  It's all just a matter of what features are important to you.",4
A1WWULBGFR2TGQ,B007VXJK6E,"Pros:-Sonicare quality product-One of the best electric toothbrushes on the marketCons:-Gen 2 Brush head (will grow mold if not taken off and dried correctly each time you brush)-carrying case instead of extra brush head-NI-MH battery-Expensive for what it is now-No 30 second timer beep (don't really need it, but some people are spoiled, lol)For the price I paid, I could have gotten cheaper on Black Friday with an extra brush head too. Oh well, the carrying case is alright. After about 2 weeks use, my teeth are healthier, whiter, and smoother. Sonicare brushes do work, if you don't have one, or know a family member that doesn't. Do yourself a favor and spend a little to save you teeth for the future, unless you want dentures.",4
A355T3LRIUE9C6,B007VXJK6E,"it's a really nice toothbrush, the junctions (base/handle, handle/head) are all electromagnetic so you don't have to worry about rusty or shoddy contacts. the thing chirps at 2 minutes and then turns off to warn you that you should get carried away with your oral hygiene. comes with a nice case so you can brush your teeth while you're driving in traffic.saw this at target for $30. don't buy this like it's a blue light special, because it's not, but it is a very nice affordable electric toothbrush, and the buzzing feels like you're chewing on a big old vibrator.",4
A16JFMCWEXZQFR,B007VXJK6E,I like the way my teeth feel after I use this toothbrush. I also love that it goes for 2 minutes then shuts itself off so you know you're cleaning for the correct amount of time. Be careful however on not hitting your other teeth with it. It will vibrate the hell out of you. It's worth a buy but the replacement heads are costly. This does NOT come with an extra toothbrush head. Just the one.,4
AS7SB0A3QKVQV,B007VXJK6E,"I love the way my teeth and gums feel super clean after using it.It is comfortable to hold and use. The charge lasts for at least a week. My two complains are: the charger barely holds the brush in place, it is very easy for it to fall down, so I have to put it on a flat surface to charge; also, the brush was very hard on my gums for first few days, but now I have gotten used to it.",4
A1Q0YMVAI71R20,B007VXJK6E,"This was a replacement for same model that he's had for about 6 years.  He loves it, and obviously it's had a good life span.  I replaced mine (after about 5 years) with the Oral B Pulsonic toothbrush which I prefer because it's much smaller to hold, and travel with (holds about a 2 week charge), and brush replacements less expensive.  But for the big guy (or gal), the Sonicare is great.",4
A1ISGQPXW3BOHN,B007VXJK6E,better than having to buy two handles for my son who only needed one toothbrush. he loves the green handle on the grip.,4
A3HPCRD9RX351S,B007VXJK6E,"I bought this to replace a Sonicare Elite because it's battery was weakening to an extreme. This new toothbrush seems to work as well as the now departed toothbrush though it comes with a few less perks. There are no 30 second beeps with this basic Sonicare to alert the user to move to a new quadrant. There's just the one beep at the end.Compared to the previous toothbrush, this one is heavier with a shorter and thicker handle. I do like that this Essence has one flat side to keep it from rolling off the sink counter.Another good point is that the unused brushes from the Elite fit this toothbrush also so they won't go to waste.Bottom line -  Those who are used to using a Sonicare and getting good reports from their hygienists should be satisfied with this basic Sonicare. I don't think it's worth paying over twice as much to get those added timer beeps.",4
A2Q31UBP11WYCY,B007VXJK6E,I enjoy the clean feeling of my teeth after I use it and hope it helps keep plaque from causing detrimental effects on my gums.,4
A2Q8GFSEUSGJ51,B007VXJK6E,"As a longtime Sonicare user (more than 15 years now) I've used multiple iterations of their electric toothbrushes and they just keep getting better and better. This model, designed to be an entry level addition to their collection, doesn't have all the bells and whistles of thePhilips Sonicare HX6972/10 FlexCare Plus Rechargeable Electric Toothbrush, but it does have everything you need. In fact, we own a FlexCare, and in a few days of trying the Essence, I can't say we really missed to much between the two. (How often do you even really use the extra settings and programs? For me at least, I know it's not that often.)The travel case is handy and the charging stand incredibly compact (and will work with other Sonicare products).The previous Essence model can be found for as little as $40 now (Philips Sonicare HX5351/30 Essence 5300 Rechargeable Electric Toothbrush) and that price for a Sonicare is a real bargain.Simple and effective, once you try a Sonicare, you'll never go back to regular brushing. It's made a huge difference at our bi-yearly dental checks and my son, now 5, has been using aPhilips Sonicare HX6311/02 Sonicare for Kids Rechargeable Electric Toothbrushsince he started brushing (it's holding up nicely, by the way) and (knock wood) has never had a single cavity. (You'd be shocked and appalled at the number of kids in his class that have multiple cavities or even pulled teeth due to bad or no brushing &lt;shudder>.)In short, I've tried other brands, but Sonicare, to me, remains the gold standard of getting that ""dentist smooth and clean"" feel at home.",4
ASPE9ZUAZNZQP,B007VXJK6E,"The sound is loud, I wish that the rechargeable is universal so it can be carried on travelling to other countries where have different output.",4
AO3CA3O0PAQKL,B007VXJK6E,"This replaces a previous sonicare that wore out, This one shuts off after the recommended 2 minutes. Now if I would just use it more often. It works great. I have to take the brush off every other week and clean out the well where toothpaste has dripped down the shaft & it is a little hard to get inside with fat fingers but a damp handkerchief works great.",4
A22XU6LDP7O210,B007VXJK6E,"This is second Sonicare toothbrush we purchased - first one, set of 2 purchased at Costco, lasted 4 years with daily use.  Company has excellent customer service (replaced defective toothbrush purchased @ Costco quickly with no questions.",4
